description,carb,fat,energy,protein,country,amount_type,queries
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, FRUITS FLAVOUR', 'FROZEN BANANA W/CHOCOLATE COATING']","[11.36, 48.09]","[0.01, 2.44]","[44, 207]","[0.0, 2.22]",CRI,metric,"For a snack, I'm having 120 grams of a liquid commercial fruit-flavored drink and 150 grams of frozen banana with chocolate coating."
"['ARTIFICIAL BEVERAGE, POWDER W/WATER, FRUIT FLAVOUR', 'BEANS, REFRIED & SMASHED', 'BREAD WHEAT, FRENCH-TYPE']","[1.63, 31.81, 14.85]","[0.0, 3.4400000000000004, 0.21]","[6, 200, 73]","[0.0, 11.67, 2.46]",CRI,metric,"I had a quick snack with 1.7g of fruit-flavored drink powder mixed in water, 205.9g of smashed refried beans, and 30g of French-style bread."
"['ARTIFICIAL BEVERAGE, FRUIT NECTAR, PEAR', 'COOKIE, CHOCOLATE-CHIP']","[39.4, 46.18]","[0.03, 9.7]","[150, 285]","[0.28, 3.65]",CRI,metric,I’m snacking on 250g of pear fruit nectar and a chocolate chip cookie that weighs 63 grams.
"['CHAMONILE TEA W/HONEY', 'PASTA W/TUNA']","[16.79, 47.22]","[0.22, 4.08]","[65, 300]","[0.99, 17.81]",CRI,metric,"For dinner, I've got 100.4g of chamomile tea with honey and a serving of 159.5g of pasta with tuna."
"['COOKIE, WAFER', 'MANGO BEVERAGE W/SUGAR & WATER', 'SNACKS, TORTILLA CHIPS (NACHOS), CHEESE FLAVOUR, COMMERCIAL']","[19.63, 17.7, 12.44]","[6.8, 0.15, 8.22]","[143, 68, 128]","[1.15, 0.35, 1.32]",CRI,metric,"I’m snacking on 28 grams of wafer cookies, 250g of mango beverage with sugar and water, and 23g of cheese nacho chips."
"['AREPA, WHEAT BASED', 'MANGO COMMON, MATURE RAW', 'WATER, W/SUGAR']","[60.809999999999995, 9.63, 8.15]","[2.37, 0.13, 0.05]","[301, 37, 32]","[8.11, 0.31, 0.04]",CRI,metric,"For a snack, I'm having an 85.3g wheat-based arepa, 62.5g of mature raw mango, and 9g of water with sugar."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, FRUITS FLAVOUR', 'COOKIE, OATS W/RAISINS']","[23.67, 18.15]","[0.03, 3.66]","[92, 111]","[0.0, 1.54]",CRI,metric,"For my snack, I’m enjoying a 250g fruit-flavored artificial drink and a 27g cookie with oats and raisins."
"['BABYFOOD, FRUITS BASED, PROCESSED', 'MILK CHOCOLATE']","[17.03, 11.88]","[0.33, 5.93]","[73, 107]","[0.44, 1.53]",CRI,metric,I had 110g of processed fruit baby food and 20g of milk chocolate for a quick snack.
"['BREAD W/JELLY', 'COFFEE, GROUNDED BASED W/SUGAR', 'FRUIT SALAD']","[7.75, 5.95, 8.59]","[0.07, 0.05, 0.1]","[35, 25, 32]","[0.83, 0.3, 0.19]",CRI,metric,"For my breakfast, I’m eating 14g of bread with jelly, drinking 256g of coffee with sugar, and having 61.2g of fruit salad."
"['Bengal gram dhal sambar', 'Mango pickle', 'Rice']","[5.999999999999999, 1.5000000000000002, 12.0]","[3.5, 0.7999999999999999, 0.1]","[57, 12, 54]","[0.7, 0.1, 1.0]",IND,metric,"For dinner, I had 17.2g of Bengal gram dhal sambar, 6.9g of mango pickle, and 49.9g of rice."
"['Churmary Oggarani or Churmary Chuda', 'Milk Tea']","[7.7, 14.799999999999999]","[1.7000000000000002, 2.4]","[49, 89]","[1.2, 1.9]",IND,metric,"For a light snack, I ate 13 grams of Churmary Oggarani and drank 48 grams of milk tea."
"['Milk Tea', 'Peanuts, all types, raw', 'Vermicelli Upma']","[31.099999999999998, 5.0, 18.2]","[5.1, 15.3, 18.5]","[186, 176, 253]","[4.0, 8.0, 4.5]",IND,metric,"For breakfast, I'm having 100.9g of milk tea, 31g of raw peanuts, and 101.8g of vermicelli upma."
"['Chapati', 'Mango pickle', 'Milk, buffalo', 'Onion Khanda Baji', 'Rice']","[18.5, 1.5000000000000002, 5.5, 1.1, 9.4]","[4.4, 0.7999999999999999, 6.2, 1.2, 0.1]","[124, 12, 92, 16, 42]","[2.5, 0.1, 3.8, 0.30000000000000004, 0.8]",IND,metric,"For dinner, I have 26.4g of chapati, 6.9g of mango pickle, 92.7g of buffalo milk, 7g of onion khanda baji, and 38.9g of rice on my table."
"['Lemonade', 'Vermicelli Upma']","[7.5, 14.0]","[0.1, 14.3]","[29, 196]","[0.0, 3.5]",IND,metric,I’ve got a 210g glass of lemonade along with 78.8g of vermicelli upma for breakfast.
"['Buttermilk', 'Cabbage Bhaji', 'Jowar Roti', 'Milk Tea']","[13.0, 4.199999999999999, 42.7, 16.299999999999997]","[8.8, 5.4, 1.9, 2.7]","[165, 70, 200, 97]","[8.5, 1.4000000000000001, 4.7, 2.1]",IND,metric,"I started my day with 265.7 grams of buttermilk, along with 72.9g of cabbage bhaji, 47.9g of jowar roti, and a cup of 52.9g milk tea."
"['Banana, ripe, raw ', 'Brinjal (badne kai) Bhaji', 'Lemon pickle', 'Masala Rice or Palav', 'Puri']","[30.4, 3.5000000000000004, 2.1, 6.8, 20.5]","[0.4, 4.0, 0.6, 3.6999999999999997, 3.2]","[118, 52, 14, 62, 124]","[1.4, 0.9, 0.0, 0.6, 2.8000000000000003]",IND,metric,"For dinner, I have a 133g banana, 41.6g of Brinjal Bhaji, and 5.9g of lemon pickle. Plus, there's 40.2g of Masala Rice and 33.1g of Puri to go with it."
"['Milk Tea', 'Poha', 'Rice, puffed, salted']","[49.0, 23.0, 2.5]","[8.100000000000001, 22.4, 0.0]","[292, 291, 11]","[6.3, 4.7, 0.2]",IND,metric,"For breakfast, I had 158.7g of milk tea, 131.9g of poha, and a small serving of 3g of salted puffed rice."
"['Chapati', 'Mutton Sukka', 'Rice']","[17.7, 8.9, 7.3]","[4.2, 14.3, 0.1]","[119, 221, 32]","[2.4, 15.0, 0.6]",IND,metric,"For dinner, I'm having 25.2g of chapati with 107.8g of mutton sukka and 30.1g of rice."
"['Butter Milk Sambar or Amra', 'Cucumber Bhaji', 'Jowar Roti', 'Rice']","[3.2, 4.2, 40.0, 7.3]","[2.9000000000000004, 5.800000000000001, 1.8, 0.1]","[45, 71, 187, 32]","[1.8, 0.7, 4.4, 0.6]",IND,metric,"Lunch today included 58.1g of Butter Milk Sambar, 88.7g of Cucumber Bhaji, 44.9g of Jowar Roti, and 30.1g of rice."
"['Maize and similar-, PROCESS = Grilling/griddling (high temperature cooking), QUALITATIVE-INFO = Yellow, QUALITATIVE-INFO = Fresh', 'Papayas, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature']","[65.3, 8.3]","[3.4, 0.3]","[281, 41]","[8.6, 0.6]",COD,metric,"For my snack, I enjoyed 234 grams of grilled yellow maize and 114 grams of mature papaya."
"['Chives, PROCESS = Steaming', 'Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots, PROCESS = Boiling, PROCESS = Steaming, PHYSICAL-STATE = Powder', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts, PROCESS = Roasting', 'Okra, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']","[0.6, 68.6, 4.7, 8.4, 0.0, 0.0, 0.0, 0.1, 0.7]","[0.1, 0.6, 13.4, 0.6, 16.8, 0.0, 2.3, 0.0, 0.0]","[4, 292, 171, 62, 151, 0, 34, 1, 5]","[0.5, 1.6, 7.2, 3.2, 0.0, 0.0, 3.1, 0.1, 0.2]",COD,metric,"For breakfast, I'm having 11.3g of steamed chives, 235.2g of boiled and steamed cassava root powder, 26.1g of roasted peanut paste, 167.6g of boiled okra without added salt, 16.8g of red palm oil, 2.0g of salt, 19.0g of smoked whitefish, 0.5g of beef stock granule, and 18.4g of fried red ripe tomatoes."
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Coffee beverages, INGREDIENT = Coffee ground, roasted, INGREDIENT = Tap water', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts, PROCESS = Roasting', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[5.2, 0.3, 0.0, 1.5, 0.0, 42.3, 0.0, 0.0]","[0.6, 0.0, 0.0, 4.2, 9.6, 2.1, 0.0, 0.0]","[39, 2, 2, 53, 86, 194, 0, 0]","[3.0, 0.2, 0.2, 2.2, 0.0, 4.2, 0.0, 0.0]",COD,metric,"For breakfast, I'm having 38g of boiled cassava leaves without added salt, 5.5g of steamed chives, and 190g of coffee made with ground roasted coffee and tap water. I'm also having 8.1g of roasted peanut paste, a drizzle of 9.6g of red palm oil, and 149g of ready-to-eat maize porridge. I added a pinch of salt (0.6g) and a sprinkle of beef stock granules (0.3g) for flavor."
"['Coffee beverages, INGREDIENT = Coffee ground, roasted, INGREDIENT = Tap water', 'Edible insect larvae, SOURCE = Termites (as animal), PROCESS = Frying', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Vegetable fats and oils, edible']","[0.0, 0.6, 0.0, 111.3, 0.0, 0.0]","[0.0, 20.3, 0.0, 5.6, 0.0, 3.9]","[1, 240, 0, 510, 0, 35]","[0.2, 12.8, 0.0, 11.0, 0.0, 0.0]",COD,metric,"For breakfast, I prepared 131g of coffee using roasted coffee grounds and tap water. I added 62.3g of fried termite larvae, along with 0.6g of boiled onions with no salt. I also had 392g of water-based maize porridge, seasoned with 1.2g of salt and 3.9g of vegetable oils."
"['Fermented tea infusion, INGREDIENT = Tap water, QUALITATIVE-INFO = Black', 'Plantains, PROCESS = Frying, QUALITATIVE-INFO = Ripe / mature', 'White sugar']","[0.0, 24.4, 49.4]","[0.0, 0.3, 0.0]","[0, 106, 198]","[0.0, 0.9, 0.0]",COD,metric,"For breakfast, I had 3.2g of black fermented tea infusion, 80g of fried ripe plantains, and 49.4g of white sugar."
"['Chives, PROCESS = Steaming', 'Goat fresh meat, PROCESS = Boiling', 'Okra, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PHYSICAL-STATE = Paste', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']","[1.6, 0.0, 6.8, 0.0, 1.1, 0.0, 0.30000000000000004, 2.0, 0.9]","[0.30000000000000004, 5.5, 0.5, 36.0, 3.2, 0.0, 0.0, 0.1, 0.1]","[11, 282, 50, 324, 40, 0, 3, 9, 6]","[1.2, 34.1, 2.6, 0.0, 1.8, 0.0, 0.30000000000000004, 0.5, 0.3]",COD,metric,"For dinner, I have 30.3g of steamed chives, 130.7g of boiled goat meat, and 136.4g of boiled okra without added salt. I also included 36g of red palm oil, 19g of boiled peanuts, and a pinch of salt. On top of that, I've got 3.7g of salt, a little beef stock cube that weighs 1.8g, 10.8g of tomato paste, and some deliciously fried ripe red tomatoes weighing 24.6g."
"['Coffee beverages, INGREDIENT = Coffee ground, roasted, INGREDIENT = Tap water']",[0.0],[0.0],[1],[0.2],COD,metric,"At dinner, I'm having a coffee beverage that consists of 131g of roasted coffee and water."
"['Chives, PROCESS = Steaming', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PHYSICAL-STATE = Paste', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']","[0.2, 0.0, 68.9, 0.0, 0.0, 0.0, 0.1, 0.4]","[0.0, 2.8, 0.4, 0.0, 3.0, 0.0, 0.0, 0.0]","[2, 25, 301, 0, 45, 0, 1, 3]","[0.2, 0.0, 2.5, 0.0, 4.2, 0.0, 0.0, 0.1]",COD,metric,"For lunch, I had 226.0g of boiled ripe plantains, 25.5g of smoked whitefish, and a bit of tomato paste (0.6g). I also used 4.7g of steamed chives, 2.8g of red palm oil, and added some salt (0.4g). Additionally, I included a small amount of fried tomatoes (10.3g) and a bit of stock cube (0.2g)."
"['Oil palms fruits, PROCESS = Grilling/griddling (high temperature cooking)']",[2.7],[3.8],[99],[0.3],COD,metric,I'm having 16 grams of grilled oil palm fruits for a snack.
"['Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Solanacea, GENERIC-TERM = Other']","[0.0, 73.8, 0.0, 1.1]","[6.6, 3.7, 0.0, 0.1]","[60, 338, 0, 11]","[0.0, 7.3, 0.0, 1.1]",COD,metric,"This morning, I’m eating 6.6 grams of palm oil, 260 grams of water-based maize porridge, a bit of salt at 0.4 grams, and 24.1 grams of other Solanacea."
"['Boiled Pork Skin with  little water/ Or Lam Nang Mou', 'Cucumber large / Mak Teang', 'Drink water/ Nam Deum', 'Rice glutinous, polished, steamed/ Khao Niew']","[1.31, 2.15, 0.0, 62.24]","[5.5, 0.05, 0.0, 0.36]","[72, 10, 0, 274]","[4.35, 0.25, 0.0, 5.51]",LAO,metric,"For my dinner, I had 70.4 grams of boiled pork skin, 50 grams of cucumber, along with 200 grams of water and 119.7 grams of glutinous rice."
"['Banana (Nam-wa variety), ripe/  Kuay Nam Souk', 'Banana blossoms/ Hua Pi', 'Chilli fresh sauce / Jeaw Mak Phet Soth', 'Clear Snail pond / river, soup / Tom Hoi Sai', 'Drink water/ Nam Deum', 'Eggplant / Mak Keua Phuang', 'Horse tamarind, young pods / Ka Thin On', 'Mashed Gunthers walking catfish mixed with condiments/ Pon Pa Duk', 'Rice glutinous, polished, steamed/ Khao Niew']","[21.32, 2.18, 0.44, 4.38, 0.0, 0.56, 3.28, 0.35, 114.87]","[0.15, 0.18, 0.04, 0.62, 0.0, 0.03, 0.1, 6.08, 0.66]","[90, 13, 2, 66, 0, 3, 18, 86, 506]","[0.59, 0.59, 0.1, 10.74, 0.0, 0.11, 1.12, 6.390000000000001, 10.16]",LAO,metric,"For breakfast, I had 73.5g of ripe Nam-wa bananas, 37g of banana blossoms, a 5.8g serving of fresh chili sauce, 49.3g of clear snail pond soup, 200.0g of drink water, 4.0g of eggplant, 26.0g of young horse tamarind pods, 46.0g of mashed Gunther's walking catfish mixed with condiments, and 220.9g of steamed polished glutinous rice."
"['Drink water/ Nam Deum', 'Hen egg whole, boiled/  Khai Kai Tom', 'Milk powdered, Dumex (1-plus)/ Nom Phong Dumex', 'Rice glutinous, polished, steamed/ Khao Niew']","[0.0, 0.04, 9.4, 2.86]","[0.0, 0.61, 2.99, 0.02]","[0, 7, 80, 13]","[0.0, 0.29, 3.78, 0.25]",LAO,metric,"At dinner, I’ll enjoy 5 grams of water, a 2-gram boiled hen egg, 257.6 grams of milk powder from Dumex, and 5.5 grams of steamed glutinous rice."
"['Human milk, 6 month lactation/ Nom Mear 6 Deuan', 'Rice porridge, Boiled with chicken / Khao Piek Kao Kai']","[30.4, 6.09]","[10.0, 0.06]","[232, 27]","[3.2, 0.49]",LAO,metric,"For my snack, I have 400g of human milk along with 38.5g of rice porridge boiled with chicken."
"['Chilli fresh sauce / Jeaw Mak Phet Soth', 'Drink water/ Nam Deum', 'Rice glutinous, polished, steamed/ Khao Niew', 'Soup, chicken broth /  Keang Kai']","[0.88, 0.0, 67.6, 3.48]","[0.04, 0.0, 0.39, 6.49]","[4, 0, 298, 109]","[0.2, 0.0, 5.98, 8.93]",LAO,metric,"For dinner, I've got 4.5g of Chilli sauce, 200g of water, 130g of steamed rice, and 159g of chicken broth."
"['Drink water/ Nam Deum', 'Human milk, 6 month lactation/ Nom Mear 6 Deuan', 'Rice polished, steamed/  Khao Chao', 'Soup, pork broth/ Nam Soup Mou Sia Phak']","[0.0, 3.8, 11.85, 0.060000000000000005]","[0.0, 1.25, 0.12, 0.11]","[0, 29, 52, 2]","[0.0, 0.4, 0.9, 0.28]",LAO,metric,"For dinner, I'm having 15g of Nam Deum water, 50g of human milk from a 6-month lactation, 39.1g of steamed polished rice, and 46.9g of pork broth soup."
"['Drink water/ Nam Deum', 'Fresh water algae, fried/ Cheun Khai Phan', 'Rice polished, steamed/  Khao Chao', 'Sardines, canned in tomato sauce stir fry with Gourd bottle  / Kuar Pa Ka Pong Sai Phak Nam Tao']","[0.0, 8.19, 72.72, 5.89]","[0.0, 36.2, 0.72, 0.96]","[0, 363, 319, 31]","[0.0, 2.34, 5.52, 0.5900000000000001]",LAO,metric,"I enjoyed a dinner that included 400 grams of water, 231 grams of fried algae, 240 grams of steamed rice, and 82.7 grams of sardines with gourd."
"['Drink water/ Nam Deum', 'Milk whole UHT/ Nom UHT', 'Pork, shreded, Chinese style/ Mou Yong', 'Rice glutinous, polished, steamed/ Khao Niew', 'Shrimp cracker/ Kha Nom Kiep Koung']","[0.0, 4.41, 0.84, 34.37, 12.56]","[0.0, 3.42, 0.31, 0.2, 5.12]","[0, 60, 9, 151, 102]","[0.0, 2.97, 0.81, 3.04, 1.36]",LAO,metric,"For breakfast, I'm having 50.0g of Nam Deum water, 90.0g of whole UHT milk, 2.3g of shredded Chinese-style pork, 66.1g of steamed glutinous rice, and 20.0g of shrimp crackers."
"['Banana (Nam-wa variety), ripe/  Kuay Nam Souk', 'Drink water/ Nam Deum', 'Gunthers walking catfish, roasted/ Ping Pa Douk', 'Pork blood, steamed  sausage/ Aow Leau Mou', 'Rice glutinous, polished, steamed/ Khao Niew', 'Vegetable mixed salad / Soup Phak']","[18.27, 0.0, 0.14, 0.0, 127.92, 1.5100000000000002]","[0.13, 0.0, 2.73, 3.62, 0.74, 0.9400000000000001]","[77, 0, 42, 78, 563, 22]","[0.5, 0.0, 3.94, 10.83, 11.32, 1.9800000000000002]",LAO,metric,"I'm enjoying lunch with 63g of Kuay Nam Souk banana, 400g of water, 15.2g of roasted Gunthers walking catfish, 75.5g of steamed pork blood sausage, 246g of steamed glutinous rice, and 66g of vegetable salad."
"['Chicken, meat stir fry  / Kua Sin Sin Kai', 'Drink water/ Nam Deum', 'Longkong  / Mak Long Kong', 'Rice glutinous, polished, steamed/ Khao Niew']","[0.56, 0.0, 3.52, 66.56]","[10.0, 0.0, 0.02, 0.38]","[119, 0, 15, 293]","[6.97, 0.0, 0.2, 5.89]",LAO,metric,"Dinner was 40.1g of meat stir fry chicken, 200g of water, 22.6g of longkong, and 128g of polished steamed rice."
"['BISCUITS PLAIN', 'COMPOTE OF PEACHES WHOLE', 'CRACKERS PLAIN', 'STARCH WHEAT', 'SUGAR', 'VANILLA']","[9.8, 6.8, 37, 6.5, 10, 0.1]","[1.2, 0, 2.6, 0, 0, 0.1]","[54, 28, 194, 26, 40, 1]","[1.1, 0.1, 5.6, 0, 0, 0]",BGR,metric,"For a snack, I'm having 12.5g of plain biscuits, 50g of whole peach compote, 50g of plain crackers, 7.5g of wheat starch, 10g of sugar, and a pinch of vanilla (0.5g)."
"['BUTTER', 'INSTANT DRINK NESQUIK', 'SAUSAGE - VEAL', 'WHITE BREAD OF WHEAT BULGARIA']","[0, 98.3, 0, 16]","[4.1, 1.6, 3, 0.2]","[37, 413, 37, 75]","[0, 1.3, 2.5, 2.3]",BGR,metric,"For my snack, I'm enjoying 100g of Nesquik instant drink alongside 5g of butter, 20g of sausage made from veal, and 30g of white wheat bread from Bulgaria."
"['BUTTER', 'FORMULA MILK FOR INFANT NESTLE - NAN 2 (100 ML READY FOR DRINKING)', 'MILK 2% FAT', 'NECTAR OF PEACHES', 'POTATOES AUTUMN']","[0.1, 13, 3.6, 6.9, 20.4]","[16.299999999999997, 4.3, 1.2, 0, 0.1]","[148, 100, 33, 28, 92]","[0.1, 2.5, 1.9, 0.2, 2.6]",BGR,metric,"I had 20 grams of butter, 150 grams of Nestle NAN 2 infant milk, 60 grams of 2% fat milk, 50 grams of peach nectar, and 105 grams of potatoes for lunch."
"['CANNED TOMATOES WHOLE CONTENT', 'CARROTS', 'LENTILS', 'OIL SUNFLOWERSEED', 'ONIONS', 'SPICE - SAVORY (SATUREJA HORTENSIS L.)']","[0.7, 0.4, 30.8, 0, 1, 1.8]","[0, 0, 0.5, 8.6, 0, 0.2]","[4, 2, 177, 77, 5, 9]","[0.2, 0, 12.3, 0, 0.2, 0.2]",BGR,metric,"For lunch, I have 17.3 grams of whole canned tomatoes, 5.3 grams of carrots, and 52 grams of lentils, mixed with 9.3 grams of sunflower oil, 10.7 grams of onions, and 2.7 grams of savory spice."
"['BUTTER', 'CUCUMBERS', 'OIL SUNFLOWERSEED', 'ONIONS', 'POTATOES SPRING', 'SPICE - BLACK PEPPER (PIPER NIGRUM L.) CORNS', 'SPICE - CUMIN (CARUM CARI L.)', 'SPICE - FENNEL (ANETHUM GRAVEOLENS L.)', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'VEAL SHAWL', 'YOGURT 2% FAT']","[0, 0.8, 0, 0.5, 10.3, 0, 0, 0.1, 0, 0, 0, 3.9]","[1.9, 0.1, 2.1, 0, 0.1, 0, 0, 0, 0, 0, 0.7, 1.6]","[17, 5, 19, 2, 46, 0, 0, 1, 0, 0, 53, 40]","[0, 0.2, 0, 0.1, 1.2, 0, 0, 0, 0, 0, 11.7, 2.5]",BGR,metric,"For lunch, I'm having 2.3g of butter, 35g of cucumbers, and 2.3g of sunflower seed oil. I also added 5.1g of onions, 60.4g of spring potatoes, and a mix of spices including 0.1g of black pepper, 0.1g of cumin, 1.7g of fennel, 0.3g of parsley, and 1.6g of table salt. To top it off, I have 53.1g of veal shawl and 82.5g of 2% fat yogurt."
"['BANANAS', 'POTATOES BOILED', 'SPICE - BLACK PEPPER (PIPER NIGRUM L.) CORNS', 'SPICE - CUMIN (CARUM CARI L.)', 'TABLE SALT', 'TAP WATER', 'TOMATOES', 'VEAL SHAWL', 'WAFFLE PLAIN']","[11.7, 20.6, 0, 0, 0, 0, 1.9, 0, 20.3]","[0.1, 0.1, 0, 0, 0, 0, 0.1, 1, 10.2]","[50, 89, 0, 0, 0, 0, 10, 72, 179]","[0.5, 1.5, 0, 0, 0, 0, 0.5, 15.9, 1.5]",BGR,metric,"For a snack, I'm having 50g of bananas, 100g of boiled potatoes seasoned with 0.2g of black pepper and 0.2g of cumin, along with 1.4g of table salt. I also have 200g of tap water, 50g of tomatoes, 72.4g of veal shawl, and a plain 30g waffle."
"['CANNED TOMATOES PEELED', 'CARROTS', 'DRINK STEP 100 ML', 'EGG WHOLE', 'FLOUR WHEAT TYPE 500', 'GARLIC OLD', 'LEEK', 'LENTILS', 'OIL SUNFLOWERSEED', 'ONIONS', 'PEPPERS GREEN', 'POTATOES AUTUMN', 'SPICE - CELERY LEAVES (APIUM GRAVEOLENS L.)', 'SPICE - GRINDED DRY RED PEPPER', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'SPICE - SAVORY (SATUREJA HORTENSIS L.)', 'TABLE SALT', 'TOMATOES', 'YOGURT 2% FAT']","[1, 0.6000000000000001, 1.7, 0.1, 1.2999999999999998, 0.3, 0.4, 21.9, 0, 0.2, 0.3, 5.8, 0, 0.1, 0.1, 0.2, 0, 0.8, 0.5]","[0, 0, 0, 0.4, 0, 0, 0, 0.4, 8.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2]","[5, 3, 8, 6, 6, 2, 2, 126, 73, 1, 2, 26, 0, 1, 0, 1, 0, 5, 6]","[0.30000000000000004, 0, 0.2, 0.5, 0.2, 0.1, 0.1, 8.7, 0, 0, 0.1, 0.7, 0, 0, 0, 0, 0, 0.2, 0.3]",BGR,metric,"For lunch, I'm having 26.1g of canned peeled tomatoes, 7.5g of carrots, and a 100g drink. I also have 4g of whole egg, 1.8g of wheat flour, and 1.1g of old garlic. Plus, I've added 5.8g of leek, 36.9g of lentils, 8.8g of sunflower seed oil, 2.3g of onions, 6.0g of green peppers, and 30.0g of autumn potatoes. To spice things up a bit, I've got 0.8g of celery leaves, a pinch of 0.2g of ground dry red pepper, 1.5g of parsley, 0.2g of savory, and 0.5g of table salt. As a finishing touch, I'm also including 23g of fresh tomatoes and 11.6g of 2% fat yogurt."
"['CHEESE FROM COW BRINY', 'EGG WHOLE', 'OIL SUNFLOWERSEED', 'ONIONS', 'PEACHES', 'PEPPERS RED', 'PINEAPPLE JUICE 100%', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TAP WATER', 'TOMATOES', 'WHITE BREAD OF WHEAT BULGARIA']","[0.7, 1.2, 0, 1.3, 5.1, 0.9, 25.6, 0.1, 0, 0, 0.7, 16]","[2.4, 7.6, 8.6, 0, 0, 0.1, 0, 0, 0, 0, 0, 0.2]","[32, 111, 78, 6, 22, 5, 106, 1, 0, 0, 4, 75]","[2, 9.4, 0, 0.2, 0.3, 0.2, 0.8, 0.1, 0, 0, 0.2, 2.3]",BGR,metric,"For dinner, I had 12g of briny cow cheese, a 75g whole egg, and 9.4g of sunflower seed oil. I also included 13.1g of onions, 45g of peaches, and 16.4g of red peppers, along with 200g of 100% pineapple juice. I seasoned it with 1.8g of parsley, added a pinch of 0.3g table salt, and drank 250g of tap water. I finished with 18.8g of tomatoes and 30g of wheat white bread from Bulgaria."
"['APPLE', 'CHICKEN WITHOUT SKIN', 'CUCUMBERS', 'GARLIC FRESH', 'LETTUCE', 'OIL SUNFLOWERSEED', 'ONIONS', 'RICE', 'SPICE - FENNEL (ANETHUM GRAVEOLENS L.)', 'TABLE SALT', 'WALNUTS', 'WHEAT BREAD WHITE STARA ZAGORA', 'YOGURT 2% FAT']","[19.3, 0.6, 0.3, 0, 0.3, 0, 1.2, 24.4, 0, 0, 0.1, 17.5, 1.2]","[0.4, 3.4, 0, 0, 0, 5.4, 0, 0.2, 0, 0, 0.5, 0.3, 0.5]","[82, 107, 2, 0, 2, 49, 6, 108, 0, 0, 5, 82, 12]","[0.4, 18.6, 0.1, 0, 0.2, 0, 0.2, 2.2, 0, 0, 0.1, 2.5, 0.8]",BGR,metric,"For lunch, I'm having 130g of apple, 86.2g of skinless chicken, and 12g of cucumbers. I also added some fresh garlic (0.2g) and 12g of lettuce, along with 5.9g of sunflower seed oil. I’ve also got some onions (12.3g), a bit of rice (30.8g), a pinch of fennel spice (0.5g), a bit of table salt (0.3g), some walnuts (0.8g), a slice of white wheat bread (33.0g), and a dollop of yogurt (25.0g) with 2% fat."
