description,carb,fat,energy,protein,country,amount_type,queries
"['Soft drink, fruit flavored, caffeine free', 'Roll, Mexican, bolillo', 'Milk, reduced fat (2%)']","[37.72, 42.39, 11.98]","[0.07, 4.41, 4.64]","[148.8, 241.68, 122]","[0.19, 8.09, 8.17]",USA,metric,"For dinner, I'm having a roll, specifically a Mexican bolillo weighing 76.0g, with a side of reduced fat milk (244.0g) and a fruit-flavored, caffeine-free soft drink (372.0g)."
"['Vegetable soup, canned, prepared with water or ready-to-serve', 'Water, tap']","[46.29, 0]","[2.11, 0]","[228.54, 0]","[6.68, 0]",USA,metric,Lunch today consists of 586 grams of prepared vegetable soup and 240 grams of water from the tap.
"['Orange, raw', 'Apple, raw', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Pizza with pepperoni, stuffed crust']","[18.1, 22.79, 19.05, 44.59]","[0.18, 0.28, 2.58, 24.62]","[72.38, 85.8, 141.36, 485.44]","[1.45, 0.43, 8.51, 21.19]",USA,metric,"For lunch, I had a raw orange weighing 154.0g and a raw apple that was 165.0g. I also enjoyed some reduced sugar chocolate milk, about 248.0g, and a slice of stuffed crust pepperoni pizza, which was 164.0g."
['Rum and cola'],[17.55],[0.43],[200.25],[0],USA,metric,I have 225 grams of rum and cola for my snack.
['Chicken or turkey with stuffing'],[23.48],[9.76],[344],[40.08],USA,metric,Lunch today is 200g of chicken or turkey alongside some stuffing.
"['Breakfast tart', 'Yogurt, low fat milk, fruit', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[77.58, 9.25, 27.95]","[9.74, 0.88, 0.3]","[415.8, 56.96, 116.56]","[4.33, 2.98, 1.69]",USA,metric,"For breakfast, I have a 108-gram Breakfast Tart, 64 grams of low-fat yogurt with fruit, and 248 grams of orange juice with calcium."
"['Squash and corn, baby food, strained']",[10.46],[0.68],[56.5],[2.26],USA,metric,I’ll be having 113 grams of strained baby food with squash and corn for dinner.
"['Chicken fillet sandwich, from school cafeteria', 'Apple, raw']","[27.42, 27.62]","[7.42, 0.34]","[230.92, 104]","[13.45, 0.52]",USA,metric,I enjoyed a chicken fillet sandwich weighing 92 grams and paired it with a 200-gram raw apple for dinner.
"['Milk, reduced fat (2%)', 'Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bun', 'Ground beef patty, cooked']","[11.98, 27.59, 0]","[4.64, 3.44, 15.45]","[122, 197.88, 231.2]","[8.17, 13.7, 21.63]",USA,metric,"For dinner, I’m having a reduced fat hot dog sandwich on a white bun (102.0g), along with a cooked ground beef patty (85.0g) and a glass of 2% reduced fat milk (244.0g)."
"['Doughnut, custard-filled, with icing']",[41.62],[16.83],[331.2],[4.07],USA,metric,"For my snack, I’m treating myself to a 90g custard-filled doughnut with a nice icing on top."
"['Hard candy', 'Cake, shortcake, sponge type, with whipped cream and fruit']","[19.6, 55.83]","[0.04, 5.01]","[78.8, 285.56]","[0, 4.97]",USA,metric,I have some hard candy weighing 20 grams and a piece of shortcake that weighs 118 grams for a snack.
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Hot chocolate / Cocoa, made with dry mix and water']","[48.38, 28.27]","[18.74, 1.36]","[402.08, 133.92]","[14.07, 2.26]",USA,metric,"I have a 112-gram peanut butter and jelly sandwich on wheat bread for breakfast, along with a 248-gram cup of hot chocolate made from a dry mix."
"['Hard candy', 'Beer']","[17.64, 17.04]","[0.04, 0]","[70.92, 206.4]","[0, 2.21]",USA,metric,I'm snacking on 18 grams of hard candy along with a 480-gram beer.
"['Milk, fat free (skim)', 'Tea, hot, leaf, black']","[1.49, 1.44]","[0.02, 0]","[10.37, 4.8]","[1.05, 0]",USA,metric,"For a snack, I'm having 30.5 grams of fat-free skim milk and 480 grams of hot black tea."
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Doughnut, yeast type']","[13.97, 28.76]","[0.15, 13.62]","[58.28, 252.6]","[0.84, 3.68]",USA,metric,"For breakfast, I'm having 124 grams of orange juice with added calcium and a yeast doughnut that weighs 60 grams."
"['Water, bottled, unsweetened', 'Soft drink, cola, diet']","[0, 1.04]","[0, 0.11]","[0, 7.2]","[0, 0.4]",USA,metric,I'm having a snack that includes 507 grams of bottled water and 360 grams of diet cola.
"['Cookie, peanut butter sandwich', 'Water, bottled, unsweetened', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[9.18, 0, 25.02]","[2.95, 0, 3.21]","[66.92, 0, 135.05]","[1.23, 0, 1.56]",USA,metric,I enjoyed a 14g peanut butter sandwich cookie along with a 240g bottle of water and a 37g Kellogg's Nutri-Grain bar for breakfast.
"['Pizza with meat other than pepperoni, from restaurant or fast food, thin crust']",[29.16],[19.13],[346.68],[14.43],USA,metric,I’m having a 108-gram slice of thin crust pizza with meat other than pepperoni for a snack.
"['Caramel candy, chocolate covered', 'MILKY WAY Bar', 'Potato chips, barbecue flavored']","[41.58, 42.7, 15.66]","[7.44, 10.34, 8.7]","[237.69, 273.6, 136.36]","[3.02, 2.41, 1.82]",USA,metric,"I’ve got 57 grams of chocolate-covered caramel candy, a 60-gram Milky Way, and 28 grams of barbecue potato chips for my brunch."
"['Pasta with tomato-based sauce, home recipe', 'Hot chocolate / Cocoa, ready to drink']","[49.7, 41.02]","[3, 3.82]","[260, 225.68]","[9.22, 6.75]",USA,metric,"I made a dinner of pasta with tomato sauce, about 250 grams, and I’m pairing it with 248 grams of hot chocolate."
"['Egg, whole, fried with margarine', 'Bread, white, toasted', 'Water, bottled, unsweetened']","[0.4, 13.52, 0]","[7.21, 0.98, 0]","[94.05, 74.25, 0]","[6.45, 2.59, 0]",USA,metric,"I enjoyed a breakfast consisting of a 55g fried egg with margarine, 25g of toasted white bread, and 600g of bottled water."
"['Water, bottled, unsweetened', 'Pizza with pepperoni, stuffed crust']","[0, 29.91]","[0, 16.51]","[0, 325.6]","[0, 14.21]",USA,metric,"For dinner, I had 507 grams of bottled unsweetened water and 110 grams of pepperoni stuffed crust pizza."
"['Raisins', 'Ice cream, vanilla']","[34.11, 28.32]","[0.11, 13.2]","[128.57, 248.4]","[1.42, 4.2]",USA,metric,"For my snack, I've got 43 grams of raisins and 120 grams of vanilla ice cream."
"['Pastry, meat / poultry-filled', 'Milk, reduced fat (2%)', 'Apple juice, 100%']","[26.04, 11.98, 14.01]","[16.03, 4.64, 0.16]","[287.3, 122, 57.04]","[9.58, 8.17, 0.12]",USA,metric,"This morning's breakfast included an 85-gram meat-filled pastry, 244 grams of reduced fat milk, and 124 grams of apple juice."
"['Coffee, Cappuccino', 'Doughnut, custard-filled, with icing']","[9.94, 41.62]","[3.56, 16.83]","[97.2, 331.2]","[6.16, 4.07]",USA,metric,"For breakfast, I’m having a hot cappuccino of 360g paired with a sweet 90g custard doughnut that’s iced."
"['Pork chop, breaded or floured, fried, lean only eaten', 'Kidney beans and brown rice']","[13.01, 38.91]","[8.97, 7.77]","[216.8, 261.8]","[20, 10.06]",USA,metric,"I'm enjoying a lean fried pork chop weighing 80 grams, served with 170 grams of kidney beans and brown rice for dinner."
"['Yogurt, NS as to type of milk, flavors other than fruit']",[24.06],[3.7],[178.85],[12.47],USA,metric,I have a 245-gram serving of yogurt with a non-fruit flavor for a snack.
"['Pretzels, hard, plain, salted', 'Cookie, brownie, with icing or filling', 'Cookie, chocolate chip']","[0.8, 41.31, 19.61]","[0.03, 11.02, 7.42]","[3.84, 260.65, 147.6]","[0.1, 1.91, 1.53]",USA,metric,"For a snack, I have 1 gram of plain salted hard pretzels, a 65-gram brownie cookie with icing, and a 30-gram chocolate chip cookie."
"['Milk, whole', 'Yogurt, Greek, nonfat milk, fruit', 'Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)']","[11.39, 18.3, 19]","[7.81, 0.22, 2]","[146.4, 124.5, 97.92]","[8, 12.09, 1]",USA,metric,"For a snack, I'm having 244 grams of whole milk, 150 grams of nonfat Greek yogurt with fruit, and a 24-gram Quaker Chewy 90 Calorie Granola Bar."
"['Cookie, animal']",[47.42],[8.83],[285.44],[4.42],USA,metric,"For my snack, I’m enjoying a 64-gram animal cookie."
"['Chocolate milk, NFS', 'Yogurt, whole milk, fruit', 'Cheese, Mozzarella, part skim']","[33.38, 21.01, 1.26]","[0, 4.88, 5.78]","[166.16, 147.9, 84.48]","[8.41, 5.27, 6.72]",USA,metric,"For my snack, I drank 248 grams of chocolate milk, ate 170 grams of whole milk yogurt with fruit, and had 28.35 grams of part-skim mozzarella cheese."
"['Doughnut, cake type, with icing', 'Milk, whole']","[38.42, 11.39]","[17.39, 7.81]","[323.25, 146.4]","[3.19, 8]",USA,metric,"This morning, I had a 75-gram iced doughnut and 244 grams of whole milk for breakfast."
"['Rice, white, cooked, made with oil', 'Beef steak, braised, lean and fat eaten']","[44.32, 0]","[5.09, 17.67]","[246.13, 336.34]","[4.24, 41.27]",USA,metric,"For lunch, I had 163 grams of cooked white rice made with oil and 134 grams of braised beef steak."
"['Grapes, raw', 'Freezer pop']","[27.15, 9.62]","[0.24, 0.12]","[103.5, 39.5]","[1.08, 0]",USA,metric,"For a snack, I'm having 150 grams of raw grapes and a 50-gram freezer pop."
"['Soft drink, fruit flavored, caffeine free', 'Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant', 'Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten', 'Potato chips, ruffled, cheese flavored']","[62.87, 18.64, 11.52, 15.66]","[0.12, 29.59, 33.46, 8.7]","[248, 474.25, 505.05, 136.36]","[0.31, 33.76, 37.05, 1.82]",USA,metric,"I'm having a 620-gram soft drink that’s fruit-flavored and caffeine-free for lunch, paired with a 175-gram fried chicken breast and a 195-gram fried chicken leg. I also have a small serving of 28 grams of cheese-flavored potato chips."
['Burrito with meat'],[39.02],[39.1],[653.4],[35.15],USA,metric,"For breakfast, I have a burrito with meat that weighs 270 grams."
"['Ice cream cone, soft serve, vanilla']",[39.3],[6.14],[236.25],[6.14],USA,metric,I’m enjoying a 125-gram ice cream cone with soft serve vanilla for dinner.
"['Soft drink, cola, diet', 'McDouble (McDonalds)']","[2.09, 25.16]","[0.22, 22.65]","[14.4, 394.8]","[0.79, 22.74]",USA,metric,"For dinner, I'm having a 720g diet cola and a 140g McDouble from McDonald's."
"['Sausage and cheese on English muffin', 'Potato, hash brown, from fast food', 'Coffee, brewed']","[28.82, 15.88, 0]","[23.56, 9.37, 0.12]","[385.32, 149.6, 6]","[15.14, 1.42, 0.72]",USA,metric,"This morning, I’m eating a 114g sausage and cheese English muffin, 55g of hash browns, and drinking 600g of brewed coffee."
"['Breakfast tart', 'Milk, whole', 'Pudding, chocolate, ready-to-eat']","[38.79, 11.39, 25.31]","[4.87, 7.81, 5.06]","[207.9, 146.4, 156.2]","[2.17, 8, 2.3]",USA,metric,"For my snack, I’m having a 54g Breakfast Tart paired with 244g of whole milk and 110g of ready-to-eat chocolate pudding."
"['Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing', 'Creamy dressing']","[3.12, 2.6]","[0.15, 19.6]","[14.6, 189.2]","[0.91, 0.58]",USA,metric,"I’m having a vegetable salad for my snack, weighing 73 grams, along with 44 grams of creamy dressing to go with it."
"['Beef jerky', 'Fondant, chocolate covered']","[1.06, 6.11]","[2.46, 0.71]","[39.36, 27.82]","[3.19, 0.17]",USA,metric,"For my snack, I've got some beef jerky weighing 9.6 grams and a piece of chocolate-covered fondant that's 7.6 grams."
"['Frozen dinner, NFS', 'Coffee, brewed', 'Blueberries, raw']","[34.13, 0, 21.74]","[26.02, 0.1, 0.5]","[452.4, 4.8, 85.5]","[21.28, 0.58, 1.11]",USA,metric,"For breakfast, I'm having a frozen dinner that weighs 312 grams, along with 480 grams of brewed coffee and 150 grams of raw blueberries."
"['Snack cake, not chocolate, with icing or filling', 'Cream puff, eclair, custard or cream filled, iced']","[60.19, 38.18]","[10.85, 18.89]","[351.56, 340.68]","[3.26, 4.5]",USA,metric,I had a 94-gram snack cake with icing along with a 102-gram iced cream puff for breakfast.
"['Water, bottled, unsweetened', 'Potato chips, plain']","[0, 15.07]","[0, 9.51]","[0, 148.96]","[0, 1.79]",USA,metric,"For my snack, I’ve got 240 grams of water and 28 grams of plain potato chips."
['Macaroni or noodles with cheese and meat'],[34.82],[25.58],[480.7],[27.12],USA,metric,"For lunch today, it's 230 grams of noodles mixed with cheese and meat."
"['Caramel, chocolate-flavored roll', 'Pie, cherry, individual size or tart']","[30.71, 47.76]","[1.16, 13.2]","[135.45, 312]","[0.56, 2.4]",USA,metric,"For my snack, I have a 35-gram roll flavored with chocolate caramel and an individual 120-gram cherry pie."
"['Potato sticks, flavored', 'Soft drink, fruit flavored, diet, caffeine free']","[14.78, 0]","[9.54, 0]","[144.76, 0]","[1.86, 0.51]",USA,metric,I'm enjoying a snack of 28 grams of flavored potato sticks with a 507-gram diet fruit-flavored soft drink.
"['Frozen coffee drink', 'Hamburger (McDonalds)']","[49.89, 29.57]","[3.46, 10.18]","[245.52, 263]","[5.77, 13.3]",USA,metric,"For my dinner, I've got a 372g frozen coffee drink and a 100g McDonald's hamburger."
"['Graham crackers', ""Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)""]","[11.65, 21.35]","[1.59, 3.5]","[64.5, 128.96]","[1, 3]",USA,metric,I’ve got a snack of graham crackers weighing 15 grams along with a 32-gram Nutri-Grain bar.
"['Frozen coffee drink, with whipped cream']",[47.8],[10.42],[301.32],[6.03],USA,metric,I’ve got a 372g frozen coffee drink with whipped cream for my snack.
"['Turnover, meat- and cheese-filled, no gravy', 'Potato sticks, flavored']","[43.38, 30.08]","[12.98, 19.41]","[342.22, 294.69]","[13.01, 3.78]",USA,metric,"I’m eating a 142-gram turnover filled with meat and cheese for dinner, along with 57 grams of flavored potato sticks."
"['Turnover, meat- and cheese-filled, tomato-based sauce', 'Breakfast tart']","[46.63, 77.58]","[15.55, 9.74]","[383.04, 415.8]","[14.17, 4.33]",USA,metric,I had a 152-gram meat and cheese turnover with tomato sauce and a 108-gram breakfast tart for breakfast.
"['Turnover, meat- and cheese-filled, no gravy', 'Soft drink, pepper type, diet']","[43.38, 1.04]","[12.98, 0.11]","[342.22, 7.2]","[13.01, 0.4]",USA,metric,"For lunch, I'm having a 142-gram meat and cheese-filled turnover with no gravy and a 360-gram diet pepper soft drink."
"['Nutritional drink or shake, ready-to-drink (Boost)', 'Muffin, wheat bran']","[44.29, 70.16]","[4.33, 10.48]","[258.56, 387]","[10.8, 11.23]",USA,metric,I’ve got a 256-gram Boost shake and a wheat bran muffin weighing 180 grams for breakfast.
"['Potato chips, cheese flavored', 'Banana, raw']","[15.66, 28.78]","[8.7, 0.42]","[136.36, 112.14]","[1.82, 1.37]",USA,metric,I'm having 28 grams of cheese-flavored potato chips and a raw banana weighing 126 grams for a snack.
"['Pasta with tomato-based sauce and meat, home recipe', 'Soft drink, cola, diet']","[47.88, 1.04]","[6.45, 0.11]","[307.5, 7.2]","[14.65, 0.4]",USA,metric,"For dinner, I'm having 250 grams of pasta with a tomato-based sauce and meat, along with a 360-gram diet cola."
"[""M&M's Peanut Chocolate Candies""]",[28.43],[12.28],[242.05],[4.5],USA,metric,"For my snack, I’m eating 47 grams of M&M's Peanut Chocolate Candies."
"['Dietetic or low calorie candy, chocolate covered']",[2.64],[3.03],[41.3],[0.87],USA,metric,I grabbed a quick snack of 7 grams of dietetic chocolate-covered candy.
"['Potato chips, baked, plain', 'Cookie, chocolate chip']","[19.99, 13.07]","[5.1, 4.94]","[131.32, 98.4]","[1.4, 1.02]",USA,metric,"For a snack, I have 28 grams of plain baked potato chips and a 20-gram chocolate chip cookie."
"['Beans, green string, baby food, strained']",[4.47],[0.12],[19.17],[0.85],USA,metric,"I'm having some green string beans baby food, about 71 grams, for dinner."
"['Soft drink, fruit flavored, caffeine free', 'Pizza with pepperoni, from restaurant or fast food, thick crust']","[62.87, 69.09]","[0.12, 27.3]","[248, 622.79]","[0.31, 24.93]",USA,metric,"For lunch today, I'm having a 620-gram soft drink that's fruit-flavored and a 217-gram pepperoni pizza with thick crust."
"['Potato chips, plain', 'Cookie, chocolate chip']","[30.68, 19.61]","[19.37, 7.42]","[303.24, 147.6]","[3.64, 1.53]",USA,metric,"For my snack, I’m munching on 57 grams of plain potato chips and 30 grams of chocolate chip cookies."
"['Soft drink, fruit flavored, caffeine free', 'Soft drink, pepper type']","[53.13, 54.29]","[0.1, 1.31]","[209.6, 220.08]","[0.26, 0]",USA,metric,I'm enjoying a snack with 524 grams of a caffeine-free fruit soft drink and another 524 grams of pepper soda.
"['Shrimp creole, with rice', 'Tea, iced, brewed, green, unsweetened']","[28.92, 0]","[8.82, 0]","[298.89, 3.6]","[24.59, 0.79]",USA,metric,Tonight's dinner consists of 243 grams of shrimp creole served with rice and 360 grams of unsweetened iced green tea.
"['Fruit juice drink, with high vitamin C', 'Cheeseburger (McDonalds)', 'Potato, french fries, fast food']","[31.67, 28.01, 29.01]","[0.31, 14.19, 10.31]","[128.34, 297, 218.4]","[0.36, 14.84, 2.4]",USA,metric,"For dinner, I'm having a 110.0g cheeseburger from McDonald's with a side of 70.0g french fries and a 279.0g fruit juice drink that's high in vitamin C."
['Queso Fresco'],[0.27],[2.14],[26.91],[1.63],USA,metric,I’ve got 9 grams of Queso Fresco for my snack.
"['Banana, raw', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[28.78, 25.02]","[0.42, 3.21]","[112.14, 135.05]","[1.37, 1.56]",USA,metric,"This morning, I had a banana that weighs 126 grams and a Nutri-Grain Cereal Bar at 37 grams."
"['Taffy', 'Hard candy', 'Popsicle', 'Water, bottled, unsweetened']","[11.5, 20.58, 9.62, 0]","[1.12, 0.04, 0.12, 0]","[56.42, 82.74, 39.5, 0]","[0.11, 0, 0, 0]",USA,metric,"For a snack, I have 14 grams of taffy, 21 grams of hard candy, a 50-gram popsicle, and 240 grams of bottled unsweetened water."
"['Potato, french fries, fast food', 'Bread, white']","[45.58, 13.78]","[16.2, 1.01]","[343.2, 75.6]","[3.77, 2.64]",USA,metric,"At brunch, I'm enjoying some 110 grams of crispy fast food french fries along with 28 grams of white bread."
"['Pancakes and sausage, frozen meal', 'Clementine, raw']","[19.38, 11.34]","[9.61, 0.26]","[189, 45.05]","[6.2, 0.69]",USA,metric,I have a 70-gram frozen pancake and sausage meal and an 85-gram raw clementine for breakfast.
"['Cream cheese, regular, plain', 'Bagel']","[0.83, 55]","[5.17, 1.39]","[52.5, 277.2]","[0.92, 11.09]",USA,metric,"For breakfast, I'm having a bagel (105 grams) with 15 grams of plain cream cheese."
"['Water, bottled, unsweetened', 'Tuna salad wrap sandwich', 'Pickles, sweet']","[0, 33.91, 4.44]","[0, 29.89, 0.09]","[0, 494.46, 19.11]","[0, 21.43, 0.12]",USA,metric,"For dinner, I have a 201g tuna salad wrap sandwich, a side of 21g sweet pickles, and I'm drinking 360g of bottled water."
"['Orange, raw', 'Cheese flavored corn snacks (Cheetos)']","[18.1, 14.99]","[0.18, 10.08]","[72.38, 156.8]","[1.45, 1.64]",USA,metric,I’m snacking on a raw orange that's 154 grams and 28 grams of cheesy corn snacks.
"['Mixed vegetables, garden vegetables, baby food, strained', 'Applesauce, baby food, strained']","[8.9, 12.2]","[0.12, 0.23]","[38.42, 46.33]","[1.14, 0.23]",USA,metric,I'm having a lunch that includes 113 grams of mixed vegetables baby food and 113 grams of strained applesauce.
"['Ketchup', 'Vegetarian burger or patty, meatless, no bun', 'Roll, white, hamburger bun']","[4.66, 9.99, 26.06]","[0.02, 4.41, 2.03]","[17.17, 123.9, 145.08]","[0.18, 10.99, 5.08]",USA,metric,"For dinner, I'm having a vegetarian burger patty (70 grams) with a white hamburger bun (52 grams) and 17 grams of ketchup."
"['Coffee, brewed', 'Cream, half and half', 'Chewing gum, regular']","[0, 0.64, 3.87]","[0.1, 1.72, 0.01]","[4.8, 19.65, 14.4]","[0.58, 0.47, 0]",USA,metric,"For breakfast, I'm having 480 grams of brewed coffee with 15 grams of half and half, and I'm chewing on 4 grams of regular gum."
"['Tea, hot, herbal', 'Cookie, oatmeal, with raisins']","[0.48, 20.61]","[0, 5.43]","[2.4, 135]","[0, 1.86]",USA,metric,I have a nice cup of 240 grams of hot herbal tea alongside a 30-gram oatmeal cookie with raisins for my snack.
"['Water, bottled, unsweetened', 'Peanut butter and chocolate spread']","[0, 6.84]","[0, 5.5]","[0, 79.52]","[0, 1.89]",USA,metric,"For a quick snack, I have 507 grams of bottled unsweetened water along with 16 grams of peanut butter and chocolate spread."
"['Coffee creamer, liquid, flavored', 'Coffee, brewed', 'Water, bottled, unsweetened']","[5.26, 0, 0]","[2.02, 0.07, 0]","[37.65, 3.6, 0]","[0.1, 0.43, 0]",USA,metric,"For breakfast, I had brewed coffee (360 grams) with 15 grams of flavored liquid coffee creamer and a bottle of unsweetened water (507 grams)."
"['Fruit cocktail, canned, NFS', 'Potato chips, ruffled, cheese flavored', 'Water, bottled, unsweetened']","[35.25, 15.66, 0]","[0.2, 8.7, 0]","[135, 136.36, 0]","[1.02, 1.82, 0]",USA,metric,"I’ve got a snack of 250 grams of fruit cocktail from a can, some cheese-flavored ruffled potato chips weighing 28 grams, and a 507-gram bottle of water."
"['MILKY WAY Bar', 'Cheese, American']","[12.1, 1.86]","[2.93, 4.84]","[77.52, 64.47]","[0.68, 3.38]",USA,metric,I'm snacking on a 17g MILKY WAY Bar along with 21g of American cheese.
"['Potato chips, plain', 'Mustard', 'Frankfurter or hot dog sandwich, beef, plain, on wheat bread']","[15.07, 0.26, 15.04]","[9.51, 0.17, 18.07]","[148.96, 3.05, 265.2]","[1.79, 0.21, 10]",USA,metric,"For lunch, I had a plain beef hot dog sandwich weighing 85 grams on wheat bread with 5 grams of mustard and a side of 28 grams of plain potato chips."
"['Granola, homemade', 'Milk, whole']","[65.73, 11.39]","[29.66, 7.81]","[596.58, 146.4]","[16.68, 8]",USA,metric,I’m enjoying 122 grams of homemade granola along with 244 grams of whole milk for dinner.
"['Water, bottled, unsweetened', 'Broccoli, fresh, cooked, no added fat']","[0, 10.7]","[0, 0.59]","[0, 54.25]","[0, 4.54]",USA,metric,"For lunch today, I’m drinking 600 grams of unsweetened bottled water and eating 155 grams of cooked broccoli."
['Fruit juice drink (Capri Sun)'],[18.6],[0.13],[72.54],[0],USA,metric,"I have a Capri Sun fruit juice drink, 186 grams, for my snack."
"['Chocolate milk, ready to drink, low fat', 'Fruit cocktail, canned, NFS', 'Hamburger, from school cafeteria']","[25.17, 35.25, 23.55]","[2.75, 0.2, 6.63]","[158.72, 135, 221.4]","[8.58, 1.02, 16.17]",USA,metric,"For lunch today, I've got 250 grams of fruit cocktail, a 90-gram hamburger from school, and 248 grams of low-fat chocolate milk."
"['Yogurt, Greek, nonfat milk, fruit']",[18.3],[0.22],[124.5],[12.09],USA,metric,I'm having 150 grams of Greek yogurt made with nonfat milk and fruit for a snack.
"['Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Pizza with meat and vegetables, from restaurant or fast food, medium crust', 'Water, bottled, unsweetened']","[28.14, 25.89, 0]","[10.48, 11.12, 0]","[248.16, 248.88, 0]","[10.33, 11.24, 0]",USA,metric,"I’m eating 88 grams of pizza topped with pepperoni and 102 grams of a meat and vegetable pizza for lunch, and I’ve got 240 grams of water to go with it."
"['Vegetable soup, canned, prepared with water or ready-to-serve']",[46.29],[2.11],[228.54],[6.68],USA,metric,Lunch today is 586 grams of canned vegetable soup prepared with water.
"['Hard cider', 'Water, tap']","[21.31, 0]","[0, 0]","[201.6, 0]","[0, 0]",USA,metric,I’m enjoying a snack with some hard cider weighing 360 grams and a glass of tap water at 240 grams.
"['Cheese, Swiss']",[0.3],[6.51],[82.53],[5.67],USA,metric,"For dinner, I'm having 21 grams of Swiss cheese."
['Chicken or turkey with dumplings'],[19.4],[13.4],[351.36],[38.16],USA,metric,"I made chicken or turkey with dumplings for dinner, and I've got 244 grams of it."
"['Gordita/sope shell, plain, no filling', 'Banana, raw', 'Egg, whole, cooked, NS as to cooking method', 'Water, bottled, unsweetened']","[17.23, 28.78, 0.34, 0]","[7.61, 0.42, 6.72, 0]","[142.41, 112.14, 87.5, 0]","[1.96, 1.37, 6, 0]",USA,metric,"For breakfast, I'm having a plain gordita shell (47.0g) with no filling, a raw banana (126.0g), a cooked whole egg (50.0g), and some bottled water (507.0g)."
"[""Shepherd's pie with beef""]",[34.26],[7.65],[264.87],[15.43],USA,metric,Lunch today is 243 grams of Shepherd's pie with beef.
"['Coffee, brewed', 'Coffee creamer, liquid, flavored']","[0, 10.52]","[0.1, 4.05]","[4.8, 75.3]","[0.58, 0.21]",USA,metric,"I’m starting my day with some brewed coffee and a splash of flavored creamer, weighing in at 480 grams and 30 grams respectively."
"['Potato soup, NS as to made with milk or water']",[18.71],[3.54],[122],[3.9],USA,metric,"For lunch, I'm having 244 grams of potato soup made with either milk or water."
"['Whopper with cheese (Burger King)', 'Soft drink, fruit flavored, caffeine containing', 'Potato, french fries, fast food']","[51.42, 47.73, 45.58]","[45.82, 0, 16.2]","[777.2, 182.28, 343.2]","[39.7, 0, 3.77]",USA,metric,"For dinner, I'm having a 290.0g Whopper with cheese from Burger King, along with a 372.0g fruit-flavored soft drink that contains caffeine, and a side of 110.0g fast-food French fries."
"['Potato chips, restructured, plain', 'Cookie, oatmeal sandwich, with creme filling']","[11.04, 20.02]","[7.03, 6.58]","[108.6, 143.28]","[0.92, 0.94]",USA,metric,I’ve got a snack of 20 grams of plain potato chips and an oatmeal sandwich cookie that weighs 36 grams.
"['Tilapia, steamed or poached', 'Thousand Island dressing, light', 'Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing']","[0, 3.68, 3.12]","[2.42, 1.73, 0.15]","[136.73, 29.84, 14.6]","[28.53, 0.13, 0.91]",USA,metric,"I’ve got 113 grams of tilapia, either steamed or poached, with 15.3 grams of light Thousand Island dressing, and a salad with 73 grams of assorted veggies for dinner."
"['Milk, whole', 'Potato, french fries, school', 'Hamburger, from school cafeteria']","[11.39, 11.6, 23.55]","[7.81, 5.5, 6.63]","[146.4, 98.4, 221.4]","[8, 1.21, 16.17]",USA,metric,"For lunch, I'm having 244 grams of whole milk, 60 grams of french fries, and a 90-gram hamburger from the school cafeteria."
"['Cookie, oatmeal, with chocolate chips']",[20.27],[6.28],[137.1],[1.72],USA,metric,I'm enjoying a 30g chocolate chip oatmeal cookie as a snack.
"['Egg, whole, boiled or poached', 'Milk, reduced fat (2%)']","[0.36, 11.98]","[4.76, 4.64]","[71.5, 122]","[6.28, 8.17]",USA,metric,"This morning, I had a 50g poached egg alongside 244g of 2% milk."
"['Pasta with tomato-based sauce, restaurant']",[46.02],[19.92],[392.5],[8.52],USA,metric,"For my lunch, I have 250 grams of pasta with a tomato-based sauce from a restaurant."
"['Coffee, brewed, blend of regular and decaffeinated', 'Pepperpot soup']","[0, 7.47]","[0.05, 6]","[0, 115.68]","[0.53, 8.39]",USA,metric,"For breakfast, I'm having 480 grams of brewed coffee, a mix of regular and decaffeinated, along with 241 grams of pepperpot soup."
"['Sports drink, low calorie']",[9.84],[0.05],[40.56],[0.25],USA,metric,I’m starting my day with a 507g serving of low-calorie sports drink.
"['Salmon, baked or broiled, made with oil', 'Water, tap']","[0.23, 0]","[20.77, 0]","[429.03, 0]","[56.89, 0]",USA,metric,I enjoyed 227 grams of broiled salmon with a side of 240 grams of tap water for dinner.
['White Russian'],[25.13],[17.77],[407.25],[4.84],USA,metric,"I'm sipping on a White Russian for dinner, and it weighs 225 grams."
