description,carb,fat,energy,protein,country,amount_type,queries
"['Bread, white flour, commercial', 'Chicken, wing, stewed with butter', 'Fruit flavoured drink, Tang, powder mix, reconstituted with water', 'Water, tap']","[26.16, 0.0, 29.74, 0.0]","[1.86, 11.77, 0.0, 0.0]","[144, 170, 119, 0]","[4.96, 15.95, 0.0, 0.0]",KNA,metric,"For dinner, I'm having 56g of white flour bread with 70g of stewed chicken wings cooked in butter. I also have 281.8g of Tang fruit-flavored drink and 271g of tap water."
"['Chicken, thigh, floured and fried', 'Sauce, unknown type', 'Water, mineral']","[6.8, 10.96, 0.0]","[32.96, 0.17, 0.0]","[560, 47, 0]","[58.85, 0.23, 0.0]",KNA,metric,"I’m having dinner with 220g of fried chicken thighs that are floured, a sauce that I can't quite place at 27.5g, and 507g of mineral water."
"['Chicken, wing, cooked with added fat unknown', 'Eddoes, boiled', 'Onion, cooked, unknown if fat added', 'Potato, mashed, fresh, with milk', 'Seasoning, all purpose']","[0.0, 60.76, 0.94, 37.33, 0.19]","[11.81, 1.95, 0.19, 8.22, 0.02]","[173, 305, 6, 247, 1]","[16.65, 6.34, 0.14, 4.67, 0.03]",KNA,metric,"For dinner, I'm having 70g of cooked chicken wings, 244g of boiled eddoes, and 10.5g of cooked onions. I also have 217g of fresh mashed potatoes with milk and a little bit of all-purpose seasoning (0.3g)."
"['Juice drink, passion fruit', 'Pastry, filled, with meat, baked', 'Water, unknown type']","[66.57, 25.92, 0.0]","[0.25, 16.02, 0.0]","[278, 288, 0]","[1.93, 9.55, 0.0]",KNA,metric,"Today’s lunch includes 496g of juice drink made from passion fruit, an 85g pastry filled with meat, and 438g of some type of water."
"['Rice, white, boiled', 'Tuna, unknown type, canned in water, canning liquid not used, cooked', 'Water, spring']","[45.56, 0.0, 0.0]","[0.46, 1.14, 0.0]","[205, 47, 0]","[4.41, 9.09, 0.0]",KNA,metric,"I'm eating 164 grams of boiled rice, along with 38.5 grams of tuna, and drinking 240 grams of spring water for dinner."
"['Fried beef balls with tomato sauce and olive oil', 'Lettuce salad with olive oil', 'Oranges', 'Potato stew with lamb and olive oil', 'Wheat bread and rolls, white (refined flour)']","[24.37, 5.62, 5.32, 18.780000000000005, 77.85]","[46.18, 7.65, 0.09, 14.139999999999999, 4.5]","[590, 94, 21, 236, 396]","[20.639999999999993, 1.28, 0.37, 9.680000000000001, 13.2]",TUN,metric,"I’m eating 172.1 grams of fried beef balls in tomato sauce with olive oil for lunch, paired with a 63.5g salad of lettuce and olive oil. I had some oranges weighing 53.4g, along with 136.6g of potato stew with lamb and olive oil, and finished with 150 grams of white bread."
"['Potato stew with lamb and vegetable oil', 'Tunisian salad with olive oil', 'Wheat bread and rolls, white (refined flour)', 'White sugar']","[18.780000000000005, 13.97, 77.85, 10.0]","[14.139999999999999, 7.81, 4.5, 0.0]","[236, 132, 396, 40]","[9.680000000000001, 2.6100000000000003, 13.2, 0.0]",TUN,metric,"For lunch, I had 136.6g of potato stew with lamb, a side of 113.5g of Tunisian salad with olive oil, and 150g of white bread and rolls, adding 10g of white sugar for a little sweetness."
['Okra stew with beef and corn oil'],[1.4100000000000001],[1.45],[24],[1.24],TUN,metric,I'm having a 14.5g serving of okra stew with beef and corn oil for a snack.
"['Cucumber Salad With Olive Oil', 'Potato Stew With Chicken And Vegetable Oil', 'Vegetable Soup With Chicken And Corn Oil']","[2.91, 14.26, 14.459999999999999]","[2.72, 9.86, 6.34]","[37, 169, 134]","[0.56, 7.28, 6.09]",TUN,metric,"I'm enjoying dinner with 40 grams of cucumber salad with olive oil, 100.5 grams of potato stew with chicken and vegetable oil, and 130.7 grams of vegetable soup that has chicken and corn oil."
"['Blue fish, raw', 'Bread without salt', 'Cucumber Salad With Corn Oil']","[0.0, 56.5, 3.87]","[3.39, 1.3, 1.37]","[91, 266, 29]","[15.23, 8.3, 0.79]",TUN,metric,"For lunch, I'm having 80 grams of raw blue fish, 100 grams of unsalted bread, and a cucumber salad with corn oil that weighs 40.1 grams."
"['Cola beverages, caffeinic', 'Couscous with lamb and vegetable oil with raisins', 'Figs', 'Watermelons']","[21.7, 59.87, 15.34, 7.18]","[0.0, 17.110000000000003, 0.24, 0.43]","[87, 462, 61, 34]","[0.0, 20.01, 0.6, 0.62]",TUN,metric,"For dinner, I am having 200g of cola beverages, 309.1g of couscous with lamb and vegetable oil with raisins, 80g of rigs, and 100g of watermelons."
['Rusk'],[13.399999999999999],[0.6],[66],[1.4],PAK,metric,I started my day with 14.5g of rusk for breakfast.
"['Chapatti, wheat flour with ghee', 'Potato curry']","[93.8, 5.6]","[5.800000000000001, 3.1]","[523, 54]","[17.0, 0.5]",PAK,metric,"For lunch, I’m having a 132.3g chapatti made with wheat flour and ghee along with 42.2g of potato curry."
"['Beef curry', 'Chapatti, wheat flour without ghee', 'Palao, channa', 'Yogurt drink']","[3.9, 45.4, 7.2, 14.2]","[4.1, 1.8, 3.4000000000000004, 6.5]","[79, 244, 66, 117]","[3.6, 8.3, 1.0, 4.0]",PAK,metric,"I’m having a lunch that includes 40.5g of beef curry, 63.1g of chapatti, 36.7g of channa palao, and a yogurt drink weighing 124.9g."
"['Chapatti, brown rice flour with ghee', 'Mango pickle', 'Potato curry']","[107.2, 3.5000000000000004, 2.3000000000000003]","[6.0, 16.400000000000002, 1.3]","[528, 162, 23]","[10.1, 0.6, 0.1]",PAK,metric,"I'm enjoying 122.6g of chapatti with ghee, paired with 35.6g of mango pickle and 18.4g of potato curry for dinner."
"['Chapatti, brown rice flour with ghee', 'Green gram, split, curry', 'Potato curry']","[107.2, 1.8, 2.3000000000000003]","[6.0, 1.6, 1.3]","[528, 25, 23]","[10.1, 0.5, 0.1]",PAK,metric,"For lunch, I have 122.6 grams of chapatti with ghee, along with a small serving of 10.2g split green gram curry and 18.4g potato curry."
"['Chapatti, wheat flour without ghee', 'Spinach curry']","[45.4, 0.8]","[1.8, 0.6]","[244, 11]","[8.3, 0.3]",PAK,metric,I enjoyed a 63.1g chapatti and some spinach curry weighing 14.6g for lunch.
"['COCONUT OIL, FORTIFIED', 'CORN GRITS (WHITE)#14, BOILED', 'JACKFRUIT', 'PARROT FISH, SAUTEED']","[0.0, 49.39, 73.15, 0.0]","[6.05, 0.25, 1.15, 0.25]","[54, 222, 285, 57]","[0.0, 3.78, 4.03, 12.74]",PHL,metric,"I started my day with 6.1 grams of coconut oil, a big serving of 252 grams of corn grits, 288 grams of jackfruit, and 36 grams of sautéed parrot fish."
"['CHICKEN EGG , WHOLE, SCRAMBLED', 'COCONUT OIL', 'RICE, WHITE, BOILED/STEAMED', 'SARDINES IN TOMATO SAUCE,CANNED', 'TOMATO, SAUTEED']","[0.25, 0.0, 66.82, 0.0, 0.75]","[0.99, 3.96, 0.45, 5.7, 0.04]","[15, 35, 299, 92, 3]","[1.12, 0.0, 4.72, 10.32, 0.13]",PHL,metric,"This morning, I had a breakfast consisting of 10 grams of scrambled chicken egg, 4 grams of coconut oil, 225 grams of boiled white rice, 60 grams of canned sardines in tomato sauce, and 10 grams of sautéed tomatoes."
"['COCONUT OIL', 'PORK CRACKLINGS', 'RICE, WHITE, BOILED/STEAMED', 'SHORT-BODIED MACKEREL, DRIED, FRIED']","[0.0, 0.0, 44.55, 0.0]","[0.84, 4.53, 0.3, 0.22]","[8, 64, 200, 13]","[0.0, 5.42, 3.15, 2.59]",PHL,metric,"For my lunch, I had a bowl of 150g white rice, 10g of pork cracklings for some crunch, 5g of fried dried mackerel for flavor, and a little 0.9g of coconut oil."
"['CUSTARD, CANDIED', 'SALTED POPCORN']","[8.76, 6.95]","[0.16, 1.87]","[38.0, 47.0]","[0.41, 0.67]",PHL,metric,"For a snack, I'm having 10 grams of candied custard and 10.1 grams of salted popcorn."
"['COCONUT OIL', 'FISH FINGER RECIPE USING TUNA FISH, BAKED', 'PORK LOIN CHOP, FRIED', 'PORK PLATE FLAT, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'WHEAT NOODLES, COOKED', 'YAM BEAN, PODS, SAUTEED']","[0.0, 0.0, 0.0, 0.0, 24.95, 17.97, 0.08]","[6.74, 0.66, 20.52, 2.97, 0.17, 7.23, 0.0]","[60, 34, 238, 31, 112, 152, 0]","[0.0, 6.5, 12.55, 0.88, 1.76, 4.51, 0.02]",PHL,metric,"For dinner, I'm having 6.8g of coconut oil, 15g of baked fish fingers made with tuna fish, 40g of fried pork loin chop, 3.3g of sautéed pork plate flat, 84g of boiled white rice, 32g of cooked wheat noodles, and 0.8g of sautéed yam bean pods."
"['BOTTLE GOURD, BOILED', 'HORSE RADISH TREE LEAVES, BOILED', 'MALABAR NIGHT SHADE LEAVES, COOKED', 'RICE, WHITE, BOILED/STEAMED', 'ROUND SCAD, SMOKED, BOILED', 'SQUASH, FRUIT, YELLOW BOILED', 'YARD LONG BEAN, GREEN, BOILED']","[1.19, 0.99, 0.47, 111.38, 0.0, 1.18, 2.4]","[0.04, 0.34, 0.07, 0.75, 0.31, 0.05, 0.15]","[5, 9, 3, 499, 14, 5, 13]","[0.14, 1.17, 0.25, 7.88, 2.64, 0.1, 1.17]",PHL,metric,"For lunch, I enjoyed 36g of boiled bottle gourd, 18g of horse radish tree leaves, and 18g of Malabar nightshade leaves. I also had 375g of boiled white rice, 12g of smoked boiled round scad, 12g of yellow squash, and 30g of boiled green yard long beans."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BEEF LIVER, COOKING WITH FATS/OILS', 'BEETROOT, COOKING WITHOUT FATS/OILS', 'CARROT, RAW', 'KALE, RAW', 'WATER, NOT DETERMINED', 'WHOLE GRAIN RICE, NOT DETERMINED']","[20.45, 5.61, 7.52, 2.72, 2.6, 0.0, 28.98]","[2.41, 5.76, 0.11, 0.08, 0.33, 0.0, 2.56]","[111, 135, 32, 11, 17, 0, 146]","[6.57, 15.19, 1.46, 0.4, 1.72, 0.0, 3.1]",BRA,metric,"For lunch, I had 140 grams of mixed black, mulatto, purple, and pink beans, along with 70 grams of beef liver cooked in fats. I also had 120 grams of cooked beetroot, 36 grams of raw carrot, and 60 grams of raw kale. To drink, I had 150 grams of water and a side of 126 grams of whole grain rice."
"['COFFEE, NOT DETERMINED', 'MARGARINE WITH OR WITHOUT SALT, NOT APPLICABLE', 'MORTADELLA, RAW', 'SUGAR, NOT APPLICABLE', 'WHEAT BREAD, NOT DETERMINED']","[0.67, 0.0, 4.83, 4.95, 15.41]","[0.03, 3.56, 4.99, 0.0, 0.53]","[4, 32, 81, 20, 75]","[0.27, 0.0, 4.1, 0.01, 2.46]",BRA,metric,"I made a meal with 50 grams of coffee, 25g of wheat bread with 5g of margarine, and 30g of raw mortadella, finished off with 5g of sugar."
"['COFFEE WITH MILK, NOT DETERMINED', 'GRESSINI (BREAD STICKS), NOT DETERMINED', 'PORRIDGE (CORNMEAL, OATMEAL, FLOUR, ETC), NOT DETERMINED', 'SUGAR, NOT APPLICABLE']","[7.26, 20.9, 59.4, 19.81]","[3.28, 4.1, 5.07, 0.0]","[72, 132, 302, 79]","[3.46, 3.26, 4.74, 0.03]",BRA,metric,"This morning, I enjoyed 200g of coffee with milk, 30g of breadsticks, 195g of porridge, and added 20g of sugar."
"['CHOCOLATE POWDER, NOT DETERMINED', 'PASSION FRUIT JUICE, NOT DETERMINED', 'SALTINE CRACKER, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', ""WHOLE COW'S MILK, NOT DETERMINED""]","[29.3, 2.32, 52.24, 19.81, 11.84]","[0.92, 0.4, 10.26, 0.0, 6.46]","[127, 14, 329, 79, 128]","[1.3, 0.38, 8.15, 0.03, 5.86]",BRA,metric,"I had 32 grams of chocolate powder along with 200 grams of passion fruit juice, 75 grams of saltine crackers, 20 grams of sugar, and 200 grams of whole cow's milk for a snack."
"['BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'ORANGE JUICE, NOT DETERMINED', 'PAPAYA, NOT DETERMINED', 'SALTINE CRACKER, NOT DETERMINED', 'SUGAR, NOT APPLICABLE']","[40.08, 16.94, 33.23, 10.45, 19.81]","[0.28, 0.22, 0.78, 2.05, 0.0]","[164, 74, 136, 66, 79]","[1.91, 1.38, 1.77, 1.63, 0.03]",BRA,metric,"For my snack, I ate 150 grams of banana, drank 200 grams of orange juice, and had 310 grams of papaya, along with 15 grams of saltine crackers and 20 grams of sugar."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CHICKEN MEAT, FRYING', 'WATER, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']","[20.45, 0.0, 0.0, 26.22]","[2.41, 16.32, 0.0, 1.43]","[111, 260, 0, 124]","[6.57, 28.24, 0.0, 2.16]",BRA,metric,"Lunch today includes 90g of white rice, 140g of black beans, 110g of fried chicken, and a glass of 200g water."
"['Banana, ripe, edible portion']",[26.1],[0.8],[116],[1.1],ETH,metric,I have a 132g edible portion of a ripe banana for a quick snack.
"['Injera, red teff, fermented ', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']","[98.6, 15.899999999999999]","[2.0, 3.5999999999999996]","[452, 113]","[9.9, 4.3]",ETH,metric,I made a lunch with 290g of injera made from red teff and 150.1g of shiro wot pea stew flavored with chili powder and red onion.
"['Boiled coffee beans + salt', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Ethiopian kale, boiled with oil + onion + salt']","[0.0, 153.4, 12.8]","[0.0, 7.8, 13.899999999999999]","[2, 441, 179]","[0.3, 15.4, 3.8]",ETH,metric,"I started my day with 248 grams of boiled coffee beans and salt, along with 290g of corn bread and 210.2g of Ethiopian kale cooked with oil and onion."
"['""Kurkuto"", wheat flour (oil, butter, red chili, salt)', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', ""Cow's milk,whole, fresh and not boiled""]","[22.200000000000003, 26.4, 4.6]","[11.7, 1.4, 7.8]","[208, 76, 108]","[3.1999999999999997, 2.6, 5.0]",ETH,metric,"For breakfast, I'm having 98g of Kurkuto made with wheat flour, oil, butter, red chili, and salt, alongside 50g of unleavened corn bread, and 148g of fresh whole cow's milk."
['Butter milk (yeâ\x80\x99tenate wotet)'],[8.2],[0.8],[66],[6.4],ETH,metric,"For a snack, I have 165g of buttermilk."
"['""Glory cream"" Biscuit, refined wheat flour  ']",[1.0],[0.2],[7],[0.1],ETH,metric,I'm having a 2g Glory cream biscuit made from refined wheat flour for lunch.
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, ORANGE', 'BREAD, WATER-BASED', 'CEREAL ""CORAZON DE TRIGO"" ATOLE', 'MANGO COMMON, GREEN, RAW']","[26.68, 38.65, 106.05, 5.0]","[0.0, 3.31, 8.02, 0.09]","[99, 213, 551, 19]","[0.0, 6.62, 14.32, 0.17]",GTM,metric,"For my snack, I had 230g of orange-flavored drink, along with 77g of water-based bread, 750g of atole cereal, and a bit of green mango weighing 43.5g."
"['CHICKEN SOUP W/CHICKEN GIBLET, PASTA & LOROCO (FERNALDIA FIDDLE SHAPE)', 'TORTILLA, MAIZE BASED']","[70.14, 59.97]","[10.419999999999998, 2.89]","[465, 285]","[23.930000000000003, 6.63]",GTM,metric,I'm snacking on 135g of maize-based tortilla and 387.1g of chicken soup that includes giblets and pasta.
"['COFFEE, GROUNDED BASED W/SUGAR', 'TORTILLA, MAIZE BASED', 'WHITE BEANS W/RECADO & PORK MEAT']","[4.49, 59.97, 34.830000000000005]","[0.47, 2.89, 9.290000000000001]","[17, 285, 323]","[0.4, 6.63, 25.819999999999993]",GTM,metric,"I had a quick snack of 5.7g of coffee with sugar, a maize tortilla weighing 135 grams, and some white beans with recado and pork that weighed about 129.4 grams."
"['ARTIFICIAL BEVERAGE, ORANGE, W/VIT C, PREPARED', 'MAIZE THICK TORTILLA FILLED W/CHEESE (SALVADORIAN PUPUSAS)']","[31.62, 8.49]","[0.0, 2.25]","[122, 95]","[0.0, 9.99]",GTM,metric,I made a lunch with a 250g orange drink that has vitamin C and a 45g cheese-filled tortilla.
"['BANANA', 'CHEWING GUM']","[18.56, 3.96]","[0.27, 0.02]","[72, 15]","[0.89, 0.0]",GTM,metric,I have a banana weighing 81.3 grams and some chewing gum at 6 grams for lunch.
"['BLACK BEANS, COOKED, LIQUIFIED, FRIED', 'BREAD WHEAT, FRENCH-TYPE', 'COFFEE, INSTANT, W/SUGAR', 'SUNNY-SIDE-UP HEN EGGS']","[14.02, 43.88, 15.41, 0.66]","[4.14, 3.22, 0.01, 18.83]","[117, 233, 61, 208]","[5.15, 7.05, 0.16, 8.700000000000001]",GTM,metric,"This morning, I’m enjoying 70 grams of fried black beans that are cooked and liquified, 75 grams of French bread, and 16.3 grams of instant coffee with sugar. I also have 83.1 grams of sunny-side-up eggs."
"['Breadfruit, roasted', 'Horse mackerel, fried']","[7.17, 0.09]","[0.09, 0.77]","[32, 15]","[0.45, 1.92]",STP,metric,I’ve prepared a lunch of 30g roasted breadfruit and 8g of fried horse mackerel.
"['Boiled rice', 'Horse mackerel, fried', 'Nectar fruit juice']","[29.2, 0.18, 40.0]","[0.19, 1.54, 0.0]","[130, 30, 162]","[2.52, 3.84, 0.75]",STP,metric,"For lunch, I'm having 97 grams of boiled rice, 16 grams of fried horse mackerel, and 250 grams of nectar fruit juice."
"['Horse mackerel, fried', 'Matabala (tuber), boiled ']","[0.09, 9.8]","[0.77, 0.05]","[15, 48]","[1.92, 0.88]",STP,metric,"For dinner, I'm having 8g of fried horse mackerel along with 49g of boiled Matabala."
"['Porridge, water-based, wheat flour ']",[27.36],[5.64],[166],[1.88],STP,metric,Dinner is 171 grams of porridge that's made with wheat flour and water.
"['Butter', 'Soft drink, Sumol ', 'Wheat bread']","[0.0, 36.3, 33.4]","[1.99, 0.0, 1.24]","[18, 142, 172]","[0.02, 0.0, 5.8]",STP,metric,"For breakfast, I enjoyed 2.5 grams of butter with 69 grams of wheat bread and a refreshing 330g of Sumol soft drink."
"['Milk, powder', 'Wheat bread']","[11.76, 33.4]","[7.98, 1.24]","[150, 172]","[7.89, 5.8]",STP,metric,"For breakfast, I'm having 30g of powdered milk with 69g of wheat bread."
"['Banana', 'Currypuff']","[14.19, 32.33]","[0.24, 10.6]","[62, 240]","[0.78, 3.53]",MYS,metric,I'm having a 60.15g banana and a 75g currypuff for a snack.
"['Alfalfa Sprouts', 'Apple Green', ""Domino'S Crunchy Thin Crust Hawaiian Feast Pizza 14 Inch"", 'Lemon', 'Musk Lime', 'Popia With Vegetarian Chicken', 'Syrup Water And Sugar']","[0.01, 10.92, 73.5, 2.42, 0.62, 4.48, 17.91]","[0.0, 0.24, 45.5, 0.14, 0.04, 1.39, 0.0]","[0, 47, 840, 12, 3, 39, 72]","[0.03, 0.36, 38.5, 0.19, 0.05, 1.94, 0.0]",MYS,metric,"I had 0.69g of Alfalfa Sprouts and 120g of Apple Green for dinner, along with a 350g Hawaiian Feast Pizza from Domino's. I also had a 50.4g lemon and 12.1g of Musk Lime, plus some Popia with Vegetarian Chicken weighing 51.35g and 150g of syrup water and sugar."
"['Grapes', 'Pau Vegetable']","[21.55, 23.0]","[0.0, 5.0]","[90, 150]","[1.06, 4.0]",MYS,metric,I’m enjoying a snack of 132.3 grams of grapes and 77 grams of Pau vegetable.
"['Coconut Milk Rice', 'Composite-Muffins', 'Granulated Sugar', 'Instant Milk Powder With Full Cream', 'Oats Rolled', 'Raisins', 'Tap Water', 'Tea Plain Black Concentrated With Sugar']","[40.599999999999994, 28.0, 16.91, 8.37, 13.39, 3.26, 0.0, 33.82]","[9.86, 4.24, 0.0, 6.12, 0.68, 0.02, 0.0, 0.0]","[289, 162, 68, 114, 67, 14, 0, 136]","[9.07, 3.49, 0.0, 6.26, 1.82, 0.11, 0.0, 0.0]",MYS,metric,"For breakfast, I had 150g of coconut milk rice, 57g of composite muffins, and 17g of granulated sugar, along with 23g of instant milk powder with full cream, 18g of rolled oats, 4.6g of raisins, 360g of tap water, and 34g of plain black tea concentrated with sugar."
"['Apple Red', 'Rice Cooked', 'Small Cuttlefish Fried In Traditional Chili Paste', 'String Beans Stir Fried With Anchovies']","[15.7, 84.09, 7.09, 7.08]","[0.48, 0.22, 8.64, 9.69]","[69, 365, 167, 140]","[0.24, 6.34, 14.95, 5.92]",MYS,metric,"For dinner, I have a red apple that weighs 120g, along with 280g of cooked rice, 112.2g of small cuttlefish fried with chili paste, and 190.34g of string beans stir-fried with anchovies."
"['Fish Ball Fried', 'Mix Vegetables Stir Fried', 'Rice Cooked', 'Spanish Mackerel Fried']","[0.25, 3.24, 75.08, 1.8]","[0.48, 2.3, 0.2, 5.84]","[15, 45, 326, 132]","[2.53, 2.84, 5.66, 17.97]",MYS,metric,"I’m having a dinner that includes 17.8g of fried fish balls, 97.7g of stir-fried mixed vegetables, 250g of cooked rice, and 99.3g of fried Spanish mackerel."
"['Apples, PART-CONSUMED-ANALYSED = W/o peel', 'Cow milk, semi skimmed (half fat), FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol)', 'Pears, PART-CONSUMED-ANALYSED = W/o peel']","[9.94, 6.9, 6.59]","[0.27, 2.1, 0.17]","[43, 66, 29]","[0.2, 4.8, 0.29]",ARG,metric,"I had a light snack of 66.7 grams of apples without the skin, 150 grams of fortified semi-skimmed milk, and 41.7 grams of pears without the peel."
"['Artificial sweeteners (e.g., aspartam, saccharine)', 'Mat<U+00E9> infusion, PACKAGING-FORMAT = Bag, sack or pouch', 'Milk powder, full fat, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol)', 'Processed maize-based flakes, QUALITATIVE-INFO = Fortified']","[0, 0, 3.84, 9.72]","[0, 0, 2.67, 0.22]","[0, 2.5, 49.6, 44.2]","[0, 0.5, 2.63, 0.79]",ARG,metric,"For breakfast, I combined 250 grams of maté infusion with 1 gram of sweeteners, 10 grams of full-fat milk powder, and 12 grams of processed maize flakes."
"['French fries from dough, PROCESS = Freezing, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Soft drink, flavoured, no fruit, PROCESS = Reconstitution from concentrate, powder or other dehydrated form, INGREDIENT = Drinking water, INGREDIENT = Powdered drink bases', 'Starchy pudding, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Sweet corn, PROCESS = Cooking and similar thermal preparation processes, QUALITATIVE-INFO = Yellow', 'Wiener sausage']","[22.95, 6, 27.96, 8.39, 2.6]","[6.15, 0, 4.44, 0.6, 19.4]","[154.5, 24, 168, 38.4, 230]","[2.12, 0, 4.08, 1.36, 10.5]",ARG,metric,"I’m having 75g of French fries for lunch, along with 150g of a flavored soft drink, 120g of starchy pudding, 40g of yellow sweet corn, and 100g of wiener sausage."
"['Crackers and breadsticks', 'Milk powder, full fat, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol)']","[16.32, 6.15]","[3.36, 4.27]","[105.6, 79.4]","[2.64, 4.21]",ARG,metric,"For a snack, I'm having 24 grams of crackers and breadsticks with 16 grams of full-fat milk powder."
"['Chicken fresh meat, PART-NATURE = Leg (as part-nature), PROCESS = Cooking and similar thermal preparation processes, PART-CONSUMED-ANALYSED = W/o skin', 'Maize oil, edible', 'Mandarins', 'Pig fresh meat, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Half fat or medium fat', 'Rice grain, polished, PROCESS = Cooking and similar thermal preparation processes', 'Stock cubes or granulate (bouillon base), PHYSICAL-STATE = Dices / sticks', 'Wine, red']","[0, 0, 20.01, 0, 42.88, 0.06, 1.96]","[18.94, 0.18, 0.47, 4.48, 0.32, 0.11, 0]","[303.6, 1.6, 79.5, 84, 195, 1.4, 63.8]","[31.16, 0, 1.22, 10.24, 3.57, 0.06, 0.05]",ARG,metric,"For dinner, I'm having 120g of cooked chicken leg without skin, 150g of cooked rice, and 50g of raw pig meat. I also have 150g of mandarins on the side, along with 0.2g of maize oil and 0.5g of stock cubes, plus 75g of red wine."
"['Cola beverages, caffeinic', 'Cow, ox or bull fresh meat, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Low fat (naturally or reduced)', 'Mandarins', 'Onions, PROCESS = Raw, no heat treatment', 'Rice grain, polished, PROCESS = Raw, no heat treatment', 'Stock cubes or granulate (bouillon base), PHYSICAL-STATE = Dices / sticks', 'Sweet peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Green', 'Tomatoes, QUALITATIVE-INFO = Fresh']","[45, 0, 14.67, 1.12, 39.67, 0.12, 0.42, 1.75]","[0, 1.9, 0.34, 0.01, 0.29, 0.23, 0.02, 0.09]","[168, 57, 58.3, 4.8, 180, 2.9, 1.8, 8.1]","[0, 9.95, 0.89, 0.13, 3.31, 0.12, 0.08, 0.4]",ARG,metric,"For dinner, I'm having 400g of caffeinated cola, 44.2g of raw low-fat beef, 110g of mandarins, 12g of raw onions, 50g of polished rice, 1g of stock cubes, 9g of raw green sweet peppers, and 45g of fresh tomatoes."
"['ARTIFICIAL BEVERAGE, FRUIT NECTAR, PEAR', 'POTATOES, TOASTED', 'RICE W/CHICKEN', 'SNACKS, POTATO CHIPS', 'SOFT DRINK, COLA CARBONATED']","[31.52, 2.51, 13.22, 20.07, 23.9]","[0.02, 0.04, 3.34, 6.24, 0.05]","[120, 10, 115, 141, 92]","[0.22, 0.17, 7.93, 2.13, 0.17]",CRI,metric,"I’m enjoying a dinner that consists of 200g of fruit nectar made from pear, 10g of toasted potatoes, 66g of chicken rice, 30g of potato chips, and 250g of carbonated cola."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, FRUITS FLAVOUR', 'BREAD W/HAM & CHEESE']","[23.67, 13.79]","[0.03, 7.5600000000000005]","[92, 163]","[0.0, 9.37]",CRI,metric,I'm snacking on 250g of a fruit-flavored artificial beverage and a 65.2g sandwich with ham and cheese.
['MEATLOAF'],[23.89],[2.46],[132],[3.48],CRI,metric,I'm having a 47g piece of meatloaf for a snack.
"['CHAMONILE TEA W/HONEY', 'COOKIE, BUTTER BASED, SIMPLE']","[24.97, 14.26]","[0.16, 4.43]","[97, 100]","[0.31999999999999995, 1.07]",CRI,metric,I made myself a snack with 27g of chamomile tea and 21g of a butter cookie.
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, FRUITS FLAVOUR', 'SNACKS, POTATO CHIPS']","[23.67, 80.28]","[0.03, 24.96]","[92, 565]","[0.0, 8.52]",CRI,metric,"For a snack, I'm having 250 grams of fruit-flavored artificial beverage and 120 grams of potato chips."
"['HAM & CHEESE SANDWICH', 'ORANGE JUICE, WO/SUGAR']","[16.14, 26.0]","[8.31, 0.5]","[175, 112]","[9.1, 1.75]",CRI,metric,"For breakfast, I'm having an 89.5g ham and cheese sandwich and 250g of orange juice without sugar."
"['Jujube, raw', 'Kurkure-Snacks, corn-based, puffs or twists, cheese-flavor']","[7.1, 2.1]","[0.1, 1.4]","[28, 22]","[0.4, 0.2]",IND,metric,"For a snack, I'm having 35g of raw jujube and 4g of cheese-flavored Kurkure snacks."
"['Jowar Roti', 'Ladies finger bhaji', 'Mango pickle', 'Milk, buffalo', 'Sugar, white']","[52.5, 3.1, 2.6, 5.5, 5.0]","[2.3, 4.3, 1.6, 6.2, 0.0]","[246, 50, 26, 92, 20]","[5.8, 1.0, 0.4, 3.8, 0.0]",IND,metric,"For lunch, I have 58.9g of Jowar Roti, 43.3g of ladies finger bhaji, and 14.1g of mango pickle. I'm also drinking 92.7g of buffalo milk with 5g of white sugar."
